Pe Nome Razaosocial,Pe Cpf Cnpj,Tb Pessoa Doc Certidao → Pdc Texto Pendencia,Tb Documento Certidao - Dc → Dc Titulo,Tb Solicitacao - So → So Situacao,Tb Marca Representacao - Mr → Mr Nome
GRABER SEGURANCA LTDA,87169900001117,"CIPA - composição / reuniões / atas/ treinamento - 01/26 - Janeiro 2026.

*Erro grave no texto do certificado: o período de realização do curso consta como maio/2026 a maio/2027 (incoerência  para  20h de carga ).

* Solicitar assinatura do colaborador nos documentos.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,01/26 - Janeiro 2026
GRABER SEGURANCA LTDA,87169900001117,"Seguro garantia - 05/26 - Maio 2026.

Após a inclusão do documento assinado, será realizada nova análise para aprovação.",Seguro garantia,APROVADO,05/26 - Maio 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"DCTFWEB, Deve ser o documento completo.

O documento apresentado refere-se à DCTFWeb, utilizada para apuração e confissão de débitos previdenciários e geração do DARF, não substituindo a SEFIP/GFIP, que é o instrumento específico para prestação de informações de vínculos e remunerações à Previdência Social e ao FGTS. Assim, a exigência de SEFIP não foi atendida. Base legal: Lei nº 8.212/1991; IN RFB nº 971/2009.",DCTFWEB,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"KIT RESCISÃO - Termo de rescisão sem as assinaturas dos colaboradores, e sem recibos de pagamento.",KIT RESCISÃO,APROVADO,04/26 - Abril 2026
GRABER SEGURANCA LTDA,87169900001117,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026, após o ajuste da CCT será realizada a análise.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
GRABER SEGURANCA LTDA,87169900001117,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO, após o ajuste da CCT será realizada a análise.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"O programa possui cronograma anual defasado para a competência 2026. Apresenta vício formal pela ausência de assinatura (física ou digital certificada) do Médico Coordenador, com campos de encerramento em branco que impossibilitam sua identificação ou verificação de legibilidade (NR-07). Ademais, omite exames obrigatórios ao pátio aeroviário: Audiometria e Acuidade Visual.",PCMSO - GERAL,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"O laudo ambiental de 2025 está com validade vencida para o período fiscalizado de 2026. Constata-se irregularidade formal crítica: ausência de assinatura digitalizada ou eletrônica e de identificação legível (carimbo/registro) do Engenheiro de Segurança ou Médico do Trabalho responsável (Lei 8.213/91). Tecnicamente, conclui de forma errônea pela inexistência de condições especiais, omitindo o ruído e a periculosidade.",Laudo de insalubridade,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Inconsistência no LTCAT

Contradição no Ruído: O laudo exige e atesta a eficácia de protetor auricular (C.A. 39068), mas omite a medição em decibéis (dB) no texto e conclui que não há exposição a agente nocivo no Quadro I. Se há EPI eficaz, obrigatoriamente deve haver o registro da medição do risco.
Omissão de Radiação: O laudo ignorou o risco de Radiação Ionizante (Raios-X e portais) mapeado no PCMSO para os Agentes de Proteção.",Laudo de Periculosidade,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO :

Documento como N/A.",DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,Não há documento em anexo.,Seguro garantia,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,Avaliação ergonômica - Não há documento em anexo.,Avaliação ergonômica,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL - 

Documento descrito como N/A.",TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS :

Documento não anexado, descrito como N/A.",GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,APROVADO,
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Comprovantes de Salário (Competência Dezembro/2025)

Créditos Incorretos: Os comprovantes bancários de transferência  quitam valores líquidos calculados sobre salários inferiores ao Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão da Periculosidade: Os pagamentos não englobam os reflexos dos 30% de adicional de periculosidade (Cláusula 11ª).",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,DCTFWEB - 12/25 - Dezembro 2025 :REPROVADA porque o imposto pago  foi gerado sobre bases de cálculo declaradas incorretamente no eSocial.    CALCULOS NÃO CONFORME COM A CCT VIGENTE.,DCTFWEB,APROVADO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,DCTFWEB - 01/26 - Janeiro 2026 : REPROVADA porque o imposto pago  foi gerado sobre bases de cálculo declaradas incorretamente no eSocial.    CALCULOS NÃO CONFORME COM A CCT VIGENTE.,DCTFWEB,APROVADO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,DCTFWEB - 02/26 - Fevereiro 2026 : REPROVADA porque o imposto pago  foi gerado sobre bases de cálculo declaradas incorretamente no eSocial.    CALCULOS NÃO CONFORME COM A CCT VIGENTE.,DCTFWEB,APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,DCTFWEB - 03/26 - Março 2026 : REPROVADA porque o imposto pago  foi gerado sobre bases de cálculo declaradas incorretamente no eSocial.    CALCULOS NÃO CONFORME COM A CCT VIGENTE.,DCTFWEB,APROVADO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,DCTFWEB - 04/26 - Abril 2026 : REPROVADA porque o imposto pago  foi gerado sobre bases de cálculo declaradas incorretamente no eSocial.    CALCULOS NÃO CONFORME COM A CCT VIGENTE.,DCTFWEB,APROVADO,04/26 - Abril 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 12/25 - Dezembro 2025 : FOPAG (Folha de Pagamento): REPROVADA porque os salários-base e horas calculados estão abaixo do piso de R$ 2.028,83 e sem os 30% de periculosidade da CCT.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 01/26 - Janeiro 2026 : FOPAG (Folha de Pagamento): REPROVADA porque os salários-base e horas calculados estão abaixo do piso de R$ 2.028,83 e sem os 30% de periculosidade da CCT.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 02/26 - Fevereiro 2026 : FOPAG (Folha de Pagamento): REPROVADA porque os salários-base e horas calculados estão abaixo do piso de R$ 2.028,83 e sem os 30% de periculosidade da CCT.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 03/26 - Março 2026 : FOPAG (Folha de Pagamento): REPROVADA porque os salários-base e horas calculados estão abaixo do piso de R$ 2.028,83 e sem os 30% de periculosidade da CCT.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026 : FOPAG (Folha de Pagamento): REPROVADA porque os salários-base e horas calculados estão abaixo do piso de R$ 2.028,83 e sem os 30% de periculosidade da CCT.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,04/26 - Abril 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,GFD - GUIA DO FGTS DIGITAL MENSAL - 12/25 - Dezembro 2025 :REPROVADA porque o valor total a recolher  foi calculado sobre uma folha com salários errados. O FGTS dos funcionários foi depositado a menor.,GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,GFD - GUIA DO FGTS DIGITAL MENSAL - 01/26 - Janeiro 2026 : REPROVADA porque o valor total a recolher  foi calculado sobre uma folha com salários errados. O FGTS dos funcionários foi depositado a menor.,GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,GFD - GUIA DO FGTS DIGITAL MENSAL - 02/26 - Fevereiro 2026 : REPROVADA porque o valor total a recolher  foi calculado sobre uma folha com salários errados. O FGTS dos funcionários foi depositado a menor.,GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,GFD - GUIA DO FGTS DIGITAL MENSAL - 03/26 - Março 2026 : REPROVADA porque o valor total a recolher  foi calculado sobre uma folha com salários errados. O FGTS dos funcionários foi depositado a menor.,GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,GFD - GUIA DO FGTS DIGITAL MENSAL - 04/26 - Abril 2026 : REPROVADA porque o valor total a recolher  foi calculado sobre uma folha com salários errados. O FGTS dos funcionários foi depositado a menor.,GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,04/26 - Abril 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Comprovantes de Salário (Competência Janeiro/2026)

Créditos Incorretos: Os comprovantes bancários de transferência quitam valores líquidos calculados sobre salários inferiores ao Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão da Periculosidade: Os pagamentos não englobam os reflexos dos 30% de adicional de periculosidade (Cláusula 11ª).",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,01/26 - Janeiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Comprovantes de Salário (Competência Fevereiro/2026)

Créditos Incorretos: Os comprovantes bancários de transferência  quitam valores líquidos calculados sobre salários inferiores ao Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão da Periculosidade: Os pagamentos não englobam os reflexos dos 30% de adicional de periculosidade (Cláusula 11ª).",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Comprovantes de Salário (Competência Março/2026)

Créditos Incorretos: Os comprovantes bancários de transferência quitam valores líquidos calculados sobre salários inferiores ao Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão da Periculosidade: Os pagamentos não englobam os reflexos dos 30% de adicional de periculosidade (Cláusula 11ª).",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Comprovantes de Salário (Competência Abril/2026)

Créditos Incorretos: Os comprovantes bancários de transferência  quitam valores líquidos baseados em salários abaixo do Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão da Periculosidade: Os pagamentos não englobam os reflexos dos 30% de adicional de periculosidade (Cláusula 11ª).",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Kit Rescisão 4 (Abril/2026)

Piso Salarial Incorreto: Os TRCTs (ex: Adrielle Silva) foram emitidos utilizando o salário defasado de R$ 1.956,40, contrariando o Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão de Periculosidade: Ausência do pagamento e reflexo dos 30% de periculosidade nas verbas rescisórias (Cláusula 11ª).",KIT RESCISÃO,APROVADO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Kit Rescisão 3 (Fevereiro/Março)

Piso Salarial Incorreto: Os TRCTs (ex: Wilson Ribeiro) foram gerados com o salário defasado de R$ 1.956,40, violando o Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão de Periculosidade: Ausência do pagamento e reflexo dos 30% de periculosidade nas verbas rescisórias (Cláusula 11ª).",KIT RESCISÃO,APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Kit Rescisão 2 (Março/Abril)

Piso Salarial Incorreta: Os TRCTs (ex: Ana Paula) foram calculados com base no salário defasado de R$ 1.956,40, violando o Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão de Periculosidade: Ausência do pagamento e reflexo dos 30% de periculosidade nas verbas rescisórias (Cláusula 11ª).",KIT RESCISÃO,APROVADO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"Motivo da Reprovação – Kit Rescisão (Abril/2026)

Piso Salarial Incorreto: Os TRCTs foram calculados com salário-base de R$ 1.956,40, abaixo do Piso Mínimo de R$ 2.028,83 (Cláusula 3ª da CCT).

Omissão de Periculosidade: Não houve o pagamento e o reflexo dos 30% de periculosidade nas verbas rescisórias (Cláusula 11ª).",KIT RESCISÃO,APROVADO,04/26 - Abril 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO - 12/25 - Dezembro 2025

Os recibos foram calculados sobre o salário defasado de R$ 1.916,04, descumprindo o Piso Mínimo de R$ 2.028,83 da Cláusula 3ª da CCT 2025/2026.

Omissão de Integração: Ausência do reflexo do Adicional de Periculosidade (30%) exigido pela Cláusula 11ª.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,12/25 - Dezembro 2025
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO - 02/26 - Fevereiro 2026

Os recibos foram calculados sobre o salário defasado de R$ 1.916,04, descumprindo o Piso Mínimo de R$ 2.028,83 da Cláusula 3ª da CCT 2025/2026.

Omissão de Integração: Ausência do reflexo do Adicional de Periculosidade (30%) exigido pela Cláusula 11ª.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,02/26 - Fevereiro 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO - 03/26 - Março 2026
Motivo da Reprovação – Recibos de Férias (Março/Abril)

Base Salarial Incorreta: Os recibos foram calculados sobre o salário defasado de R$ 1.916,04, descumprindo o Piso Mínimo de R$ 2.028,83 da Cláusula 3ª da CCT 2025/2026.

Omissão de Integração: Ausência do reflexo do Adicional de Periculosidade (30%) exigido pela Cláusula 11ª.
RECIBOS DE FÉRIAS DEVEM CONTER ASSINATURAS DOS COLABORADORES.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,03/26 - Março 2026
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO - 04/26 - Abril 2026 : Motivo da Reprovação – Recibos de Férias (Abril/2026)

Base Salarial Defasada: Os recibos de férias  foram calculados com salário-base de R$ 1.916,08, valor abaixo do Piso Mínimo de R$ 2.028,83 exigido pela Cláusula 3ª da CCT 2025/2026.

Omissão de Verbas: Não houve a integração do Adicional de Periculosidade (30%) estabelecido na Cláusula 11ª da convenção vigente.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,04/26 - Abril 2026
